combo_id,tf,retained,rank_in_combo,regulon_fdr_threshold,expr_abs_log2fc_threshold,positive_fraction_threshold,rule,regulon_effect_group,expr_higher_group,regulon_fdr,expr_wilcoxon_fdr,log2fc_lesion_vs_internal_control,positive_fraction_in_higher_group,support_sort_score
2,THRB,True,1.0,0.01,0.0,0.0,regulon_significant_plus_expression_significant,internal_control,internal_control,4.053395110306913e-114,7.47524063251269e-21,-0.3614128972332711,0.6415620641562064,40.04207029812129
2,RARB,True,3.0,0.01,0.0,0.0,regulon_significant_plus_expression_significant,internal_control,internal_control,1.9668787753604963e-81,9.597953836114382e-12,-0.6325145174570053,0.2315202231520223,28.614861967885023
2,BHLHE40,True,5.0,0.01,0.0,0.0,regulon_significant_plus_expression_significant,lesion,lesion,1.2760362542900071e-34,1.529949104785675e-07,1.1363433892502643,0.1587837837837837,12.392424888240859
2,NFE2L2,True,6.0,0.01,0.0,0.0,regulon_significant_plus_expression_significant,lesion,lesion,1.6378667723003972e-19,4.488026735548041e-06,0.6845241377063578,0.3626126126126126,6.987108470383587
2,SOX2,True,4.0,0.01,0.0,0.0,regulon_significant_plus_expression_significant,lesion,lesion,9.389270902003821e-66,6.358243030105812e-06,0.6693425125580267,0.2522522522522522,23.14429917547441
2,HMGA1,True,7.0,0.01,0.0,0.0,regulon_significant_plus_expression_significant,lesion,lesion,1.6881760814233672e-19,0.0020079019324663,0.7445295603179917,0.072072072072072,6.94540355055798
2,TCF4,False,,0.01,0.0,0.0,regulon_significant_plus_expression_significant,internal_control,lesion,2.5162199249417195e-49,0.0564812833706176,0.115325938290752,0.7612612612612613,17.20235432169234
2,NR2F2,False,,0.01,0.0,0.0,regulon_significant_plus_expression_significant,internal_control,lesion,2.7260446537151666e-49,0.6962069302383829,0.3910689545084058,0.0349099099099099,17.141419578143193
2,CEBPD,False,,0.01,0.0,0.0,regulon_significant_plus_expression_significant,lesion,lesion,1.0129790988328588e-48,0.9247351769699248,0.0211323518984938,0.0427927927927927,16.91399471214932
2,ATF7,False,,0.01,0.0,0.0,regulon_significant_plus_expression_significant,lesion,lesion,7.059258557174854e-21,0.957350567735444,0.0723226656345507,0.2871621621621621,7.235679684271952
3,SATB2,True,2.0,0.01,0.0,0.0,regulon_significant_plus_expression_significant_plus_direction,internal_control,internal_control,5.548087738525609e-99,2.342053487924074e-31,-0.7058935339628609,0.4107391910739191,34.818760412936605
3,THRB,True,1.0,0.01,0.0,0.0,regulon_significant_plus_expression_significant_plus_direction,internal_control,internal_control,4.053395110306913e-114,7.47524063251269e-21,-0.3614128972332711,0.6415620641562064,40.04207029812129
3,RARB,True,3.0,0.01,0.0,0.0,regulon_significant_plus_expression_significant_plus_direction,internal_control,internal_control,1.9668787753604963e-81,9.597953836114382e-12,-0.6325145174570053,0.2315202231520223,28.614861967885023
3,BHLHE40,True,5.0,0.01,0.0,0.0,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.2760362542900071e-34,1.529949104785675e-07,1.1363433892502643,0.1587837837837837,12.392424888240859
3,NFE2L2,True,6.0,0.01,0.0,0.0,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.6378667723003972e-19,4.488026735548041e-06,0.6845241377063578,0.3626126126126126,6.987108470383587
3,SOX2,True,4.0,0.01,0.0,0.0,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,9.389270902003821e-66,6.358243030105812e-06,0.6693425125580267,0.2522522522522522,23.14429917547441
3,HMGA1,True,7.0,0.01,0.0,0.0,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.6881760814233672e-19,0.0020079019324663,0.7445295603179917,0.072072072072072,6.94540355055798
3,TCF4,False,,0.01,0.0,0.0,regulon_significant_plus_expression_significant_plus_direction,internal_control,lesion,2.5162199249417195e-49,0.0564812833706176,0.115325938290752,0.7612612612612613,17.20235432169234
3,NR2F2,False,,0.01,0.0,0.0,regulon_significant_plus_expression_significant_plus_direction,internal_control,lesion,2.7260446537151666e-49,0.6962069302383829,0.3910689545084058,0.0349099099099099,17.141419578143193
3,CEBPD,False,,0.01,0.0,0.0,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.0129790988328588e-48,0.9247351769699248,0.0211323518984938,0.0427927927927927,16.91399471214932
3,ATF7,False,,0.01,0.0,0.0,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,7.059258557174854e-21,0.957350567735444,0.0723226656345507,0.2871621621621621,7.235679684271952
4,SATB2,True,2.0,0.01,0.0,0.05,regulon_significant_plus_direction,internal_control,internal_control,5.548087738525609e-99,2.342053487924074e-31,-0.7058935339628609,0.4107391910739191,34.818760412936605
4,THRB,True,1.0,0.01,0.0,0.05,regulon_significant_plus_direction,internal_control,internal_control,4.053395110306913e-114,7.47524063251269e-21,-0.3614128972332711,0.6415620641562064,40.04207029812129
4,RARB,True,3.0,0.01,0.0,0.05,regulon_significant_plus_direction,internal_control,internal_control,1.9668787753604963e-81,9.597953836114382e-12,-0.6325145174570053,0.2315202231520223,28.614861967885023
4,BHLHE40,True,5.0,0.01,0.0,0.05,regulon_significant_plus_direction,lesion,lesion,1.2760362542900071e-34,1.529949104785675e-07,1.1363433892502643,0.1587837837837837,12.392424888240859
4,NFE2L2,True,7.0,0.01,0.0,0.05,regulon_significant_plus_direction,lesion,lesion,1.6378667723003972e-19,4.488026735548041e-06,0.6845241377063578,0.3626126126126126,6.987108470383587
4,SOX2,True,4.0,0.01,0.0,0.05,regulon_significant_plus_direction,lesion,lesion,9.389270902003821e-66,6.358243030105812e-06,0.6693425125580267,0.2522522522522522,23.14429917547441
4,HMGA1,True,8.0,0.01,0.0,0.05,regulon_significant_plus_direction,lesion,lesion,1.6881760814233672e-19,0.0020079019324663,0.7445295603179917,0.072072072072072,6.94540355055798
4,TCF4,False,,0.01,0.0,0.05,regulon_significant_plus_direction,internal_control,lesion,2.5162199249417195e-49,0.0564812833706176,0.115325938290752,0.7612612612612613,17.20235432169234
4,NR2F2,False,,0.01,0.0,0.05,regulon_significant_plus_direction,internal_control,lesion,2.7260446537151666e-49,0.6962069302383829,0.3910689545084058,0.0349099099099099,17.141419578143193
4,CEBPD,False,,0.01,0.0,0.05,regulon_significant_plus_direction,lesion,lesion,1.0129790988328588e-48,0.9247351769699248,0.0211323518984938,0.0427927927927927,16.91399471214932
4,ATF7,True,6.0,0.01,0.0,0.05,regulon_significant_plus_direction,lesion,lesion,7.059258557174854e-21,0.957350567735444,0.0723226656345507,0.2871621621621621,7.235679684271952
5,SATB2,True,2.0,0.01,0.0,0.05,regulon_significant_plus_expression_significant,internal_control,internal_control,5.548087738525609e-99,2.342053487924074e-31,-0.7058935339628609,0.4107391910739191,34.818760412936605
5,THRB,True,1.0,0.01,0.0,0.05,regulon_significant_plus_expression_significant,internal_control,internal_control,4.053395110306913e-114,7.47524063251269e-21,-0.3614128972332711,0.6415620641562064,40.04207029812129
5,RARB,True,3.0,0.01,0.0,0.05,regulon_significant_plus_expression_significant,internal_control,internal_control,1.9668787753604963e-81,9.597953836114382e-12,-0.6325145174570053,0.2315202231520223,28.614861967885023
5,BHLHE40,True,5.0,0.01,0.0,0.05,regulon_significant_plus_expression_significant,lesion,lesion,1.2760362542900071e-34,1.529949104785675e-07,1.1363433892502643,0.1587837837837837,12.392424888240859
5,NFE2L2,True,6.0,0.01,0.0,0.05,regulon_significant_plus_expression_significant,lesion,lesion,1.6378667723003972e-19,4.488026735548041e-06,0.6845241377063578,0.3626126126126126,6.987108470383587
5,SOX2,True,4.0,0.01,0.0,0.05,regulon_significant_plus_expression_significant,lesion,lesion,9.389270902003821e-66,6.358243030105812e-06,0.6693425125580267,0.2522522522522522,23.14429917547441
5,HMGA1,True,7.0,0.01,0.0,0.05,regulon_significant_plus_expression_significant,lesion,lesion,1.6881760814233672e-19,0.0020079019324663,0.7445295603179917,0.072072072072072,6.94540355055798
5,TCF4,False,,0.01,0.0,0.05,regulon_significant_plus_expression_significant,internal_control,lesion,2.5162199249417195e-49,0.0564812833706176,0.115325938290752,0.7612612612612613,17.20235432169234
5,NR2F2,False,,0.01,0.0,0.05,regulon_significant_plus_expression_significant,internal_control,lesion,2.7260446537151666e-49,0.6962069302383829,0.3910689545084058,0.0349099099099099,17.141419578143193
5,CEBPD,False,,0.01,0.0,0.05,regulon_significant_plus_expression_significant,lesion,lesion,1.0129790988328588e-48,0.9247351769699248,0.0211323518984938,0.0427927927927927,16.91399471214932
5,ATF7,False,,0.01,0.0,0.05,regulon_significant_plus_expression_significant,lesion,lesion,7.059258557174854e-21,0.957350567735444,0.0723226656345507,0.2871621621621621,7.235679684271952
6,SATB2,True,2.0,0.01,0.0,0.05,regulon_significant_plus_expression_significant_plus_direction,internal_control,internal_control,5.548087738525609e-99,2.342053487924074e-31,-0.7058935339628609,0.4107391910739191,34.818760412936605
6,THRB,True,1.0,0.01,0.0,0.05,regulon_significant_plus_expression_significant_plus_direction,internal_control,internal_control,4.053395110306913e-114,7.47524063251269e-21,-0.3614128972332711,0.6415620641562064,40.04207029812129
6,RARB,True,3.0,0.01,0.0,0.05,regulon_significant_plus_expression_significant_plus_direction,internal_control,internal_control,1.9668787753604963e-81,9.597953836114382e-12,-0.6325145174570053,0.2315202231520223,28.614861967885023
6,BHLHE40,True,5.0,0.01,0.0,0.05,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.2760362542900071e-34,1.529949104785675e-07,1.1363433892502643,0.1587837837837837,12.392424888240859
6,NFE2L2,True,6.0,0.01,0.0,0.05,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.6378667723003972e-19,4.488026735548041e-06,0.6845241377063578,0.3626126126126126,6.987108470383587
6,SOX2,True,4.0,0.01,0.0,0.05,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,9.389270902003821e-66,6.358243030105812e-06,0.6693425125580267,0.2522522522522522,23.14429917547441
6,HMGA1,True,7.0,0.01,0.0,0.05,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.6881760814233672e-19,0.0020079019324663,0.7445295603179917,0.072072072072072,6.94540355055798
6,TCF4,False,,0.01,0.0,0.05,regulon_significant_plus_expression_significant_plus_direction,internal_control,lesion,2.5162199249417195e-49,0.0564812833706176,0.115325938290752,0.7612612612612613,17.20235432169234
6,NR2F2,False,,0.01,0.0,0.05,regulon_significant_plus_expression_significant_plus_direction,internal_control,lesion,2.7260446537151666e-49,0.6962069302383829,0.3910689545084058,0.0349099099099099,17.141419578143193
6,CEBPD,False,,0.01,0.0,0.05,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.0129790988328588e-48,0.9247351769699248,0.0211323518984938,0.0427927927927927,16.91399471214932
6,ATF7,False,,0.01,0.0,0.05,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,7.059258557174854e-21,0.957350567735444,0.0723226656345507,0.2871621621621621,7.235679684271952
7,SATB2,True,2.0,0.01,0.0,0.1,regulon_significant_plus_direction,internal_control,internal_control,5.548087738525609e-99,2.342053487924074e-31,-0.7058935339628609,0.4107391910739191,34.818760412936605
7,THRB,True,1.0,0.01,0.0,0.1,regulon_significant_plus_direction,internal_control,internal_control,4.053395110306913e-114,7.47524063251269e-21,-0.3614128972332711,0.6415620641562064,40.04207029812129
7,RARB,True,3.0,0.01,0.0,0.1,regulon_significant_plus_direction,internal_control,internal_control,1.9668787753604963e-81,9.597953836114382e-12,-0.6325145174570053,0.2315202231520223,28.614861967885023
7,BHLHE40,True,5.0,0.01,0.0,0.1,regulon_significant_plus_direction,lesion,lesion,1.2760362542900071e-34,1.529949104785675e-07,1.1363433892502643,0.1587837837837837,12.392424888240859
7,NFE2L2,True,7.0,0.01,0.0,0.1,regulon_significant_plus_direction,lesion,lesion,1.6378667723003972e-19,4.488026735548041e-06,0.6845241377063578,0.3626126126126126,6.987108470383587
7,SOX2,True,4.0,0.01,0.0,0.1,regulon_significant_plus_direction,lesion,lesion,9.389270902003821e-66,6.358243030105812e-06,0.6693425125580267,0.2522522522522522,23.14429917547441
7,HMGA1,False,,0.01,0.0,0.1,regulon_significant_plus_direction,lesion,lesion,1.6881760814233672e-19,0.0020079019324663,0.7445295603179917,0.072072072072072,6.94540355055798
7,TCF4,False,,0.01,0.0,0.1,regulon_significant_plus_direction,internal_control,lesion,2.5162199249417195e-49,0.0564812833706176,0.115325938290752,0.7612612612612613,17.20235432169234
7,NR2F2,False,,0.01,0.0,0.1,regulon_significant_plus_direction,internal_control,lesion,2.7260446537151666e-49,0.6962069302383829,0.3910689545084058,0.0349099099099099,17.141419578143193
7,CEBPD,False,,0.01,0.0,0.1,regulon_significant_plus_direction,lesion,lesion,1.0129790988328588e-48,0.9247351769699248,0.0211323518984938,0.0427927927927927,16.91399471214932
7,ATF7,True,6.0,0.01,0.0,0.1,regulon_significant_plus_direction,lesion,lesion,7.059258557174854e-21,0.957350567735444,0.0723226656345507,0.2871621621621621,7.235679684271952
8,SATB2,True,2.0,0.01,0.0,0.1,regulon_significant_plus_expression_significant,internal_control,internal_control,5.548087738525609e-99,2.342053487924074e-31,-0.7058935339628609,0.4107391910739191,34.818760412936605
8,THRB,True,1.0,0.01,0.0,0.1,regulon_significant_plus_expression_significant,internal_control,internal_control,4.053395110306913e-114,7.47524063251269e-21,-0.3614128972332711,0.6415620641562064,40.04207029812129
8,RARB,True,3.0,0.01,0.0,0.1,regulon_significant_plus_expression_significant,internal_control,internal_control,1.9668787753604963e-81,9.597953836114382e-12,-0.6325145174570053,0.2315202231520223,28.614861967885023
8,BHLHE40,True,5.0,0.01,0.0,0.1,regulon_significant_plus_expression_significant,lesion,lesion,1.2760362542900071e-34,1.529949104785675e-07,1.1363433892502643,0.1587837837837837,12.392424888240859
8,NFE2L2,True,6.0,0.01,0.0,0.1,regulon_significant_plus_expression_significant,lesion,lesion,1.6378667723003972e-19,4.488026735548041e-06,0.6845241377063578,0.3626126126126126,6.987108470383587
8,SOX2,True,4.0,0.01,0.0,0.1,regulon_significant_plus_expression_significant,lesion,lesion,9.389270902003821e-66,6.358243030105812e-06,0.6693425125580267,0.2522522522522522,23.14429917547441
8,HMGA1,False,,0.01,0.0,0.1,regulon_significant_plus_expression_significant,lesion,lesion,1.6881760814233672e-19,0.0020079019324663,0.7445295603179917,0.072072072072072,6.94540355055798
8,TCF4,False,,0.01,0.0,0.1,regulon_significant_plus_expression_significant,internal_control,lesion,2.5162199249417195e-49,0.0564812833706176,0.115325938290752,0.7612612612612613,17.20235432169234
8,NR2F2,False,,0.01,0.0,0.1,regulon_significant_plus_expression_significant,internal_control,lesion,2.7260446537151666e-49,0.6962069302383829,0.3910689545084058,0.0349099099099099,17.141419578143193
8,CEBPD,False,,0.01,0.0,0.1,regulon_significant_plus_expression_significant,lesion,lesion,1.0129790988328588e-48,0.9247351769699248,0.0211323518984938,0.0427927927927927,16.91399471214932
8,ATF7,False,,0.01,0.0,0.1,regulon_significant_plus_expression_significant,lesion,lesion,7.059258557174854e-21,0.957350567735444,0.0723226656345507,0.2871621621621621,7.235679684271952
9,SATB2,True,2.0,0.01,0.0,0.1,regulon_significant_plus_expression_significant_plus_direction,internal_control,internal_control,5.548087738525609e-99,2.342053487924074e-31,-0.7058935339628609,0.4107391910739191,34.818760412936605
9,THRB,True,1.0,0.01,0.0,0.1,regulon_significant_plus_expression_significant_plus_direction,internal_control,internal_control,4.053395110306913e-114,7.47524063251269e-21,-0.3614128972332711,0.6415620641562064,40.04207029812129
9,RARB,True,3.0,0.01,0.0,0.1,regulon_significant_plus_expression_significant_plus_direction,internal_control,internal_control,1.9668787753604963e-81,9.597953836114382e-12,-0.6325145174570053,0.2315202231520223,28.614861967885023
9,BHLHE40,True,5.0,0.01,0.0,0.1,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.2760362542900071e-34,1.529949104785675e-07,1.1363433892502643,0.1587837837837837,12.392424888240859
9,NFE2L2,True,6.0,0.01,0.0,0.1,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.6378667723003972e-19,4.488026735548041e-06,0.6845241377063578,0.3626126126126126,6.987108470383587
9,SOX2,True,4.0,0.01,0.0,0.1,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,9.389270902003821e-66,6.358243030105812e-06,0.6693425125580267,0.2522522522522522,23.14429917547441
9,HMGA1,False,,0.01,0.0,0.1,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.6881760814233672e-19,0.0020079019324663,0.7445295603179917,0.072072072072072,6.94540355055798
9,TCF4,False,,0.01,0.0,0.1,regulon_significant_plus_expression_significant_plus_direction,internal_control,lesion,2.5162199249417195e-49,0.0564812833706176,0.115325938290752,0.7612612612612613,17.20235432169234
9,NR2F2,False,,0.01,0.0,0.1,regulon_significant_plus_expression_significant_plus_direction,internal_control,lesion,2.7260446537151666e-49,0.6962069302383829,0.3910689545084058,0.0349099099099099,17.141419578143193
9,CEBPD,False,,0.01,0.0,0.1,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.0129790988328588e-48,0.9247351769699248,0.0211323518984938,0.0427927927927927,16.91399471214932
9,ATF7,False,,0.01,0.0,0.1,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,7.059258557174854e-21,0.957350567735444,0.0723226656345507,0.2871621621621621,7.235679684271952
10,SATB2,True,2.0,0.01,0.25,0.0,regulon_significant_plus_direction,internal_control,internal_control,5.548087738525609e-99,2.342053487924074e-31,-0.7058935339628609,0.4107391910739191,34.818760412936605
10,THRB,True,1.0,0.01,0.25,0.0,regulon_significant_plus_direction,internal_control,internal_control,4.053395110306913e-114,7.47524063251269e-21,-0.3614128972332711,0.6415620641562064,40.04207029812129
10,RARB,True,3.0,0.01,0.25,0.0,regulon_significant_plus_direction,internal_control,internal_control,1.9668787753604963e-81,9.597953836114382e-12,-0.6325145174570053,0.2315202231520223,28.614861967885023
10,BHLHE40,True,5.0,0.01,0.25,0.0,regulon_significant_plus_direction,lesion,lesion,1.2760362542900071e-34,1.529949104785675e-07,1.1363433892502643,0.1587837837837837,12.392424888240859
10,NFE2L2,True,6.0,0.01,0.25,0.0,regulon_significant_plus_direction,lesion,lesion,1.6378667723003972e-19,4.488026735548041e-06,0.6845241377063578,0.3626126126126126,6.987108470383587
10,SOX2,True,4.0,0.01,0.25,0.0,regulon_significant_plus_direction,lesion,lesion,9.389270902003821e-66,6.358243030105812e-06,0.6693425125580267,0.2522522522522522,23.14429917547441
10,HMGA1,True,7.0,0.01,0.25,0.0,regulon_significant_plus_direction,lesion,lesion,1.6881760814233672e-19,0.0020079019324663,0.7445295603179917,0.072072072072072,6.94540355055798
10,TCF4,False,,0.01,0.25,0.0,regulon_significant_plus_direction,internal_control,lesion,2.5162199249417195e-49,0.0564812833706176,0.115325938290752,0.7612612612612613,17.20235432169234
10,NR2F2,False,,0.01,0.25,0.0,regulon_significant_plus_direction,internal_control,lesion,2.7260446537151666e-49,0.6962069302383829,0.3910689545084058,0.0349099099099099,17.141419578143193
10,CEBPD,False,,0.01,0.25,0.0,regulon_significant_plus_direction,lesion,lesion,1.0129790988328588e-48,0.9247351769699248,0.0211323518984938,0.0427927927927927,16.91399471214932
10,ATF7,False,,0.01,0.25,0.0,regulon_significant_plus_direction,lesion,lesion,7.059258557174854e-21,0.957350567735444,0.0723226656345507,0.2871621621621621,7.235679684271952
11,SATB2,True,2.0,0.01,0.25,0.0,regulon_significant_plus_expression_significant,internal_control,internal_control,5.548087738525609e-99,2.342053487924074e-31,-0.7058935339628609,0.4107391910739191,34.818760412936605
11,THRB,True,1.0,0.01,0.25,0.0,regulon_significant_plus_expression_significant,internal_control,internal_control,4.053395110306913e-114,7.47524063251269e-21,-0.3614128972332711,0.6415620641562064,40.04207029812129
11,RARB,True,3.0,0.01,0.25,0.0,regulon_significant_plus_expression_significant,internal_control,internal_control,1.9668787753604963e-81,9.597953836114382e-12,-0.6325145174570053,0.2315202231520223,28.614861967885023
11,BHLHE40,True,5.0,0.01,0.25,0.0,regulon_significant_plus_expression_significant,lesion,lesion,1.2760362542900071e-34,1.529949104785675e-07,1.1363433892502643,0.1587837837837837,12.392424888240859
11,NFE2L2,True,6.0,0.01,0.25,0.0,regulon_significant_plus_expression_significant,lesion,lesion,1.6378667723003972e-19,4.488026735548041e-06,0.6845241377063578,0.3626126126126126,6.987108470383587
11,SOX2,True,4.0,0.01,0.25,0.0,regulon_significant_plus_expression_significant,lesion,lesion,9.389270902003821e-66,6.358243030105812e-06,0.6693425125580267,0.2522522522522522,23.14429917547441
11,HMGA1,True,7.0,0.01,0.25,0.0,regulon_significant_plus_expression_significant,lesion,lesion,1.6881760814233672e-19,0.0020079019324663,0.7445295603179917,0.072072072072072,6.94540355055798
11,TCF4,False,,0.01,0.25,0.0,regulon_significant_plus_expression_significant,internal_control,lesion,2.5162199249417195e-49,0.0564812833706176,0.115325938290752,0.7612612612612613,17.20235432169234
11,NR2F2,False,,0.01,0.25,0.0,regulon_significant_plus_expression_significant,internal_control,lesion,2.7260446537151666e-49,0.6962069302383829,0.3910689545084058,0.0349099099099099,17.141419578143193
11,CEBPD,False,,0.01,0.25,0.0,regulon_significant_plus_expression_significant,lesion,lesion,1.0129790988328588e-48,0.9247351769699248,0.0211323518984938,0.0427927927927927,16.91399471214932
11,ATF7,False,,0.01,0.25,0.0,regulon_significant_plus_expression_significant,lesion,lesion,7.059258557174854e-21,0.957350567735444,0.0723226656345507,0.2871621621621621,7.235679684271952
12,SATB2,True,2.0,0.01,0.25,0.0,regulon_significant_plus_expression_significant_plus_direction,internal_control,internal_control,5.548087738525609e-99,2.342053487924074e-31,-0.7058935339628609,0.4107391910739191,34.818760412936605
12,THRB,True,1.0,0.01,0.25,0.0,regulon_significant_plus_expression_significant_plus_direction,internal_control,internal_control,4.053395110306913e-114,7.47524063251269e-21,-0.3614128972332711,0.6415620641562064,40.04207029812129
12,RARB,True,3.0,0.01,0.25,0.0,regulon_significant_plus_expression_significant_plus_direction,internal_control,internal_control,1.9668787753604963e-81,9.597953836114382e-12,-0.6325145174570053,0.2315202231520223,28.614861967885023
12,BHLHE40,True,5.0,0.01,0.25,0.0,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.2760362542900071e-34,1.529949104785675e-07,1.1363433892502643,0.1587837837837837,12.392424888240859
12,NFE2L2,True,6.0,0.01,0.25,0.0,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.6378667723003972e-19,4.488026735548041e-06,0.6845241377063578,0.3626126126126126,6.987108470383587
12,SOX2,True,4.0,0.01,0.25,0.0,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,9.389270902003821e-66,6.358243030105812e-06,0.6693425125580267,0.2522522522522522,23.14429917547441
12,HMGA1,True,7.0,0.01,0.25,0.0,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.6881760814233672e-19,0.0020079019324663,0.7445295603179917,0.072072072072072,6.94540355055798
12,TCF4,False,,0.01,0.25,0.0,regulon_significant_plus_expression_significant_plus_direction,internal_control,lesion,2.5162199249417195e-49,0.0564812833706176,0.115325938290752,0.7612612612612613,17.20235432169234
12,NR2F2,False,,0.01,0.25,0.0,regulon_significant_plus_expression_significant_plus_direction,internal_control,lesion,2.7260446537151666e-49,0.6962069302383829,0.3910689545084058,0.0349099099099099,17.141419578143193
12,CEBPD,False,,0.01,0.25,0.0,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,1.0129790988328588e-48,0.9247351769699248,0.0211323518984938,0.0427927927927927,16.91399471214932
12,ATF7,False,,0.01,0.25,0.0,regulon_significant_plus_expression_significant_plus_direction,lesion,lesion,7.059258557174854e-21,0.957350567735444,0.0723226656345507,0.2871621621621621,7.235679684271952
13,SATB2,True,2.0,0.01,0.25,0.05,regulon_significant_plus_direction,internal_control,internal_control,5.548087738525609e-99,2.342053487924074e-31,-0.7058935339628609,0.4107391910739191,34.818760412936605
13,THRB,True,1.0,0.01,0.25,0.05,regulon_significant_plus_direction,internal_control,internal_control,4.053395110306913e-114,7.47524063251269e-21,-0.3614128972332711,0.6415620641562064,40.04207029812129
13,RARB,True,3.0,0.01,0.25,0.05,regulon_significant_plus_direction,internal_control,internal_control,1.9668787753604963e-81,9.597953836114382e-12,-0.6325145174570053,0.2315202231520223,28.614861967885023
13,BHLHE40,True,5.0,0.01,0.25,0.05,regulon_significant_plus_direction,lesion,lesion,1.2760362542900071e-34,1.529949104785675e-07,1.1363433892502643,0.1587837837837837,12.392424888240859
13,NFE2L2,True,6.0,0.01,0.25,0.05,regulon_significant_plus_direction,lesion,lesion,1.6378667723003972e-19,4.488026735548041e-06,0.6845241377063578,0.3626126126126126,6.987108470383587
13,SOX2,True,4.0,0.01,0.25,0.05,regulon_significant_plus_direction,lesion,lesion,9.389270902003821e-66,6.358243030105812e-06,0.6693425125580267,0.2522522522522522,23.14429917547441
13,HMGA1,True,7.0,0.01,0.25,0.05,regulon_significant_plus_direction,lesion,lesion,1.6881760814233672e-19,0.0020079019324663,0.7445295603179917,0.072072072072072,6.94540355055798
13,TCF4,False,,0.01,0.25,0.05,regulon_significant_plus_direction,internal_control,lesion,2.5162199249417195e-49,0.0564812833706176,0.115325938290752,0.7612612612612613,17.20235432169234
