gene,mean_lesion,mean_internal_control,positive_fraction_lesion,positive_fraction_internal_control,log2fc_lesion_vs_internal_control,abs_log2fc,direction,positive_fraction_higher_group
CEP70,0.26126126126126065,0.2531380753138079,0.182432432432432,0.20013947001394738,0.045568699306412774,0.045568699306412774,lesion,0.182432432432432
FAIM,0.06081081081081085,0.05857740585774061,0.05743243243243248,0.056485355648535594,0.05398352083196063,0.05398352083196063,lesion,0.05743243243243248
PIK3CB,0.37162162162162043,0.4693165969316562,0.25337837837837723,0.324965132496511,-0.3367270372045689,0.3367270372045689,internal_control,0.324965132496511
LINC01391,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
FOXL2,0.0011261261261261261,0.000697350069735007,0.0011261261261261261,0.000697350069735007,0.6914126546412209,0.6914126546412209,lesion,0.0011261261261261261
FOXL2NB,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
PRR23A,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
MRPS22,0.09346846846846857,0.059274755927475616,0.08445945945945955,0.05160390516039053,0.6570619286570076,0.6570619286570076,lesion,0.08445945945945955
PRR23B,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
PRR23C,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
BPESC1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
PISRT1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC024933.2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC024933.1,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
COPB2,0.21621621621621565,0.15062761506276176,0.18693693693693647,0.13598326359832658,0.5214884380040526,0.5214884380040526,lesion,0.18693693693693647
AC046134.2,0.7454954954954963,0.6945606694560644,0.3907657657657632,0.41910739191073343,0.10209891694902536,0.10209891694902536,lesion,0.3907657657657632
RBP2,0.03378378378378378,0.03347280334728031,0.03265765765765765,0.032078103207810287,0.013341536842420709,0.013341536842420709,lesion,0.03265765765765765
AC097103.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
RBP1,0.09684684684684697,0.04672245467224548,0.08783783783783794,0.04602510460251046,1.0515889906148108,1.0515889906148108,lesion,0.08783783783783794
NMNAT3,0.20382882882882855,0.18758716875871717,0.1497747747747747,0.14853556485355673,0.1197969662655512,0.1197969662655512,lesion,0.1497747747747747
AC110716.2,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
AC110716.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC016933.1,0.0022522522522522522,0.0020920502092050207,0.0022522522522522522,0.0020920502092050207,0.10645089257903388,0.10645089257903388,lesion,0.0022522522522522522
CLSTN2,0.8198198198198205,1.1764295676429533,0.1813063063063059,0.4121338912133836,-0.5210361752036279,0.5210361752036279,internal_control,0.4121338912133836
AC010181.1,0.0022522522522522522,0.0,0.0022522522522522522,0.0,21.10293762819261,21.10293762819261,lesion,0.0022522522522522522
AC010181.2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
CLSTN2-AS1,0.0,0.001394700139470014,0.0,0.001394700139470014,-20.41152457969633,20.41152457969633,internal_control,0.001394700139470014
TRIM42,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC121333.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
SLC25A36,0.7229729729729741,0.5641562064156177,0.4358108108108078,0.3870292887029243,0.35784703648237587,0.35784703648237587,lesion,0.4358108108108078
AC108727.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
SPSB4,0.04954954954954958,0.018828451882845182,0.03828828828828829,0.016736401673640166,1.3959575113187028,1.3959575113187028,lesion,0.03828828828828829
AC108727.2,0.0022522522522522522,0.000697350069735007,0.0022522522522522522,0.000697350069735007,1.6914120140850495,1.6914120140850495,lesion,0.0022522522522522522
PXYLP1,0.15878378378378372,0.15969316596931685,0.10810810810810825,0.12831241283124148,-0.008238993294614305,0.008238993294614305,internal_control,0.12831241283124148
AC022215.2,0.007882882882882882,0.00906555090655509,0.006756756756756756,0.008368200836820083,-0.2016713298558819,0.2016713298558819,internal_control,0.008368200836820083
AC117383.1,0.03828828828828828,0.049511854951185506,0.029279279279279268,0.04253835425383542,-0.37087082736112076,0.37087082736112076,internal_control,0.04253835425383542
ZBTB38,0.4177927927927911,0.38005578800557643,0.280405405405404,0.29288702928870186,0.13657639896544316,0.13657639896544316,lesion,0.280405405405404
RASA2,0.552927927927927,0.5397489539748921,0.32432432432432245,0.3577405857740551,0.03480290045837978,0.03480290045837978,lesion,0.32432432432432245
RASA2-IT1,0.0022522522522522522,0.0020920502092050207,0.0022522522522522522,0.0020920502092050207,0.10645089257903388,0.10645089257903388,lesion,0.0022522522522522522
RNF7,0.12387387387387404,0.059972105997210624,0.10698198198198212,0.055788005578800585,1.0465083887647446,1.0465083887647446,lesion,0.10698198198198212
GRK7,0.00563063063063063,0.011854951185495118,0.00563063063063063,0.011157601115760111,-1.0741211694841266,1.0741211694841266,internal_control,0.011157601115760111
AC112504.3,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
ATP1B3,0.37950450450450307,0.3535564853556473,0.2499999999999989,0.250348675034868,0.10217628625131704,0.10217628625131704,lesion,0.2499999999999989
ATP1B3-AS1,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
TFDP2,0.6204954954954953,0.8124128312412814,0.349099099099097,0.43375174337516803,-0.38879228806942934,0.38879228806942934,internal_control,0.43375174337516803
GK5,0.17342342342342323,0.20641562064156246,0.13851351351351354,0.17433751743375206,-0.25125338125260976,0.25125338125260976,internal_control,0.17433751743375206
XRN1,0.6936936936936945,0.6806136680613651,0.4065315315315288,0.42956764295675814,0.027462645443850776,0.027462645443850776,lesion,0.4065315315315288
ATR,0.43130630630630507,0.5439330543933016,0.26126126126126004,0.35913528591352506,-0.33471628878024495,0.33471628878024495,internal_control,0.35913528591352506
AC109992.2,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
PLS1,0.03490990990990991,0.06206415620641564,0.027027027027027018,0.056485355648535594,-0.8301236601467139,0.8301236601467139,internal_control,0.056485355648535594
PLS1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC072028.1,0.02702702702702702,0.036262203626220346,0.024774774774774768,0.032775453277545295,-0.42406376147351105,0.42406376147351105,internal_control,0.032775453277545295
TRPC1,0.6745495495495498,0.6771269177126894,0.3412162162162142,0.4246861924686133,-0.005501850270461321,0.005501850270461321,internal_control,0.4246861924686133
PCOLCE2,0.03378378378378378,0.018131101813110177,0.03153153153153152,0.01743375174337517,0.8978642829528197,0.8978642829528197,lesion,0.03153153153153152
AC021074.3,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
PAQR9,0.018018018018018018,0.02231520223152021,0.018018018018018018,0.02231520223152021,-0.30858654222939774,0.30858654222939774,internal_control,0.02231520223152021
PAQR9-AS1,0.00563063063063063,0.005578800557880056,0.00563063063063063,0.005578800557880056,0.01334153485871461,0.01334153485871461,lesion,0.00563063063063063
U2SURP,0.5484234234234218,0.40027894002789155,0.3738738738738715,0.2991631799163167,0.4542844767848559,0.4542844767848559,lesion,0.3738738738738715
AC026304.1,0.00563063063063063,0.0041841004184100415,0.00563063063063063,0.0041841004184100415,0.42837894793654796,0.42837894793654796,lesion,0.00563063063063063
AC018450.2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
CHST2,0.05292792792792796,0.03556485355648533,0.051801801801801835,0.03486750348675032,0.5735769387504803,0.5735769387504803,lesion,0.051801801801801835
AC018450.1,0.009009009009009009,0.008368200836820083,0.007882882882882882,0.008368200836820083,0.10645092936773629,0.10645092936773629,lesion,0.007882882882882882
SLC9A9,1.5923423423423475,0.794281729428171,0.496621621621618,0.435843793584373,1.003427814542763,1.003427814542763,lesion,0.496621621621618
AC131210.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
SLC9A9-AS1,0.0033783783783783786,0.001394700139470014,0.0033783783783783786,0.001394700139470014,1.2763753356986505,1.2763753356986505,lesion,0.0033783783783783786
SLC9A9-AS2,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
DIPK2A,0.41666666666666563,0.42538354253835203,0.2432432432432422,0.2761506276150623,-0.02987052951118163,0.02987052951118163,internal_control,0.2761506276150623
AC055758.2,0.0011261261261261261,0.000697350069735007,0.0011261261261261261,0.000697350069735007,0.6914126546412209,0.6914126546412209,lesion,0.0011261261261261261
AC055758.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC107021.2,0.009009009009009009,0.002789400278940028,0.009009009009009009,0.002789400278940028,1.69141308528486,1.69141308528486,lesion,0.009009009009009009
AC107021.1,0.052927927927927935,0.01952580195258019,0.04729729729729732,0.01603905160390516,1.4386473253429657,1.4386473253429657,lesion,0.04729729729729732
LNCSRLR,0.01238738738738739,0.00697350069735007,0.01238738738738739,0.006276150627615063,0.828916875684111,0.828916875684111,lesion,0.01238738738738739
PLOD2,0.4335585585585567,0.20781032078103243,0.27702702702702564,0.16039051603905188,1.0609595538570944,1.0609595538570944,lesion,0.27702702702702564
PLSCR4,0.5101351351351342,0.24128312412831282,0.2984234234234218,0.17433751743375206,1.0801524516101064,1.0801524516101064,lesion,0.2984234234234218
PLSCR2,0.0033783783783783786,0.006276150627615063,0.0033783783783783786,0.006276150627615063,-0.8935488612010801,0.8935488612010801,internal_control,0.006276150627615063
PLSCR1,0.1813063063063061,0.11645746164574629,0.12950450450450463,0.09623430962343109,0.6386260235614134,0.6386260235614134,lesion,0.12950450450450463
PLSCR5,0.0045045045045045045,0.001394700139470014,0.0033783783783783786,0.001394700139470014,1.691412728218089,1.691412728218089,lesion,0.0033783783783783786
PLSCR5-AS1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC092957.1,0.05292792792792793,0.059972105997210576,0.010135135135135136,0.02231520223152021,-0.18026245747103478,0.18026245747103478,internal_control,0.02231520223152021
LINC02010,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
ZIC4,0.022522522522522518,0.015341701534170154,0.021396396396396393,0.015341701534170154,0.5539098886200392,0.5539098886200392,lesion,0.021396396396396393
ZIC4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
ZIC1,0.22072072072072027,0.16108786610878686,0.15540540540540526,0.1290097629009765,0.4543742426312851,0.4543742426312851,lesion,0.15540540540540526
AC092925.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC092958.1,0.010135135135135134,0.021617852161785207,0.009009009009009009,0.01743375174337517,-1.0928577909831387,1.0928577909831387,internal_control,0.01743375174337517
AC092958.4,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
LINC02032,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
AC092958.3,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC092958.2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC025566.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
LINC02045,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
LINC02046,0.0011261261261261261,0.000697350069735007,0.0011261261261261261,0.000697350069735007,0.6914126546412209,0.6914126546412209,lesion,0.0011261261261261261
AC069410.1,0.0,0.002789400278940028,0.0,0.002789400278940028,-21.411524062490436,21.411524062490436,internal_control,0.002789400278940028
AGTR1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
CPB1,0.0,0.006276150627615063,0.0,0.006276150627615063,-22.58144877659606,22.58144877659606,internal_control,0.006276150627615063
AC092979.1,0.0,0.0041841004184100415,0.0,0.0041841004184100415,-21.996486390809586,21.996486390809586,internal_control,0.0041841004184100415
CPA3,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC092979.2,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
GYG1,0.05968468468468473,0.043933054393305436,0.05743243243243248,0.0411436541143654,0.4420539647485427,0.4420539647485427,lesion,0.05743243243243248
HLTF,0.44932432432432284,0.3556485355648519,0.2950450450450435,0.27126917712691745,0.3373049408695797,0.3373049408695797,lesion,0.2950450450450435
HLTF-AS1,0.0,0.0020920502092050207,0.0,0.0020920502092050207,-20.996486735613576,20.996486735613576,internal_control,0.0020920502092050207
HPS3,0.13175675675675688,0.09205020920502101,0.11036036036036051,0.08437935843793594,0.517384037853521,0.517384037853521,lesion,0.11036036036036051
CP,0.016891891891891893,0.012552301255230125,0.016891891891891893,0.011854951185495118,0.4283790069908487,0.4283790069908487,lesion,0.016891891891891893
AC093001.2,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
AC093001.1,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
TM4SF18,0.0022522522522522522,0.00697350069735007,0.0022522522522522522,0.006276150627615063,-1.6305142188615618,1.6305142188615618,internal_control,0.006276150627615063
TM4SF1,0.019144144144144143,0.008368200836820083,0.015765765765765768,0.008368200836820083,1.1939136858385329,1.1939136858385329,lesion,0.015765765765765768
TM4SF1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC108751.4,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
TM4SF4,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
WWTR1,0.264639639639639,0.2608089260808929,0.18018018018017978,0.18131101813110215,0.021035928949085507,0.021035928949085507,lesion,0.18018018018017978
WWTR1-IT1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
WWTR1-AS1,0.0011261261261261261,0.000697350069735007,0.0011261261261261261,0.000697350069735007,0.6914126546412209,0.6914126546412209,lesion,0.0011261261261261261
COMMD2,0.10360360360360371,0.05718270571827059,0.08783783783783794,0.050906555090655524,0.8574233824863032,0.8574233824863032,lesion,0.08783783783783794
ANKUB1,0.3626126126126113,0.2649930264993028,0.25563063063062946,0.20292887029288742,0.4524747106697987,0.4524747106697987,lesion,0.25563063063062946
RNF13,0.8671171171171188,0.6206415620641529,0.467342342342339,0.4163179916317935,0.48246655141957406,0.48246655141957406,lesion,0.467342342342339
PFN2,0.341216216216215,0.23919107391910785,0.2421171171171161,0.20362622036262243,0.5125226578484672,0.5125226578484672,lesion,0.2421171171171161
AC117395.1,0.00563063063063063,0.002789400278940028,0.00563063063063063,0.002789400278940028,1.0133412762556981,1.0133412762556981,lesion,0.00563063063063063
AC117386.2,0.023648648648648643,0.0327754532775453,0.020270270270270268,0.030683403068340272,-0.4708579695592345,0.4708579695592345,internal_control,0.030683403068340272
LINC01998,0.0033783783783783786,0.001394700139470014,0.0033783783783783786,0.001394700139470014,1.2763753356986505,1.2763753356986505,lesion,0.0033783783783783786
AC117386.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
LINC01213,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
LINC01214,0.006756756756756756,0.002789400278940028,0.006756756756756756,0.002789400278940028,1.276375639385726,1.276375639385726,lesion,0.006756756756756756
AC018545.1,0.006756756756756756,0.002789400278940028,0.006756756756756756,0.002789400278940028,1.276375639385726,1.276375639385726,lesion,0.006756756756756756
TSC22D2,0.9831081081081096,0.6924686192468603,0.47860360360360016,0.434449093444903,0.5056013778369455,0.5056013778369455,lesion,0.47860360360360016
SERP1,0.3231981981981972,0.23570432357043283,0.23873873873873774,0.19456066945606731,0.45544093108832073,0.45544093108832073,lesion,0.23873873873873774
EIF2A,0.18243243243243223,0.1290097629009765,0.14414414414414412,0.11854951185495137,0.49988198144537754,0.49988198144537754,lesion,0.14414414414414412
SELENOT,0.38738738738738593,0.23082287308228774,0.28378378378378233,0.19456066945606731,0.7469907877206117,0.7469907877206117,lesion,0.28378378378378233
ERICH6,0.041666666666666664,0.02719665271966525,0.03490990990990991,0.025801952580195235,0.615464570696396,0.615464570696396,lesion,0.03490990990990991
ERICH6-AS1,0.03941441441441442,0.04602510460251046,0.037162162162162164,0.04323570432357043,-0.2236976548042825,0.2236976548042825,internal_control,0.04323570432357043
AC011317.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
SIAH2,0.05292792792792795,0.06834030683403071,0.04954954954954958,0.05927475592747563,-0.3687075439385005,0.3687075439385005,internal_control,0.05927475592747563
SIAH2-AS1,0.024774774774774768,0.04184100418410041,0.023648648648648643,0.03765690376569036,-0.7560455108674168,0.7560455108674168,internal_control,0.03765690376569036
CLRN1-AS1,0.009009009009009009,0.007670850767085077,0.009009009009009009,0.007670850767085077,0.2319817957786825,0.2319817957786825,lesion,0.009009009009009009
MINDY4B,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
AC020636.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
CLRN1,0.0011261261261261261,0.002789400278940028,0.0011261261261261261,0.002789400278940028,-1.3085857937416532,1.3085857937416532,internal_control,0.002789400278940028
MED12L,1.8423423423423448,1.5027894002789266,0.5777027027027021,0.6157601115760073,0.29389832114016695,0.29389832114016695,lesion,0.5777027027027021
GPR171,0.022522522522522518,0.008368200836820083,0.020270270270270268,0.008368200836820083,1.4283789281716162,1.4283789281716162,lesion,0.020270270270270268
P2RY14,0.2218468468468463,0.16108786610878686,0.1666666666666664,0.1387726638772666,0.46171621793927325,0.46171621793927325,lesion,0.1666666666666664
AC078816.1,0.0045045045045045045,0.001394700139470014,0.0045045045045045045,0.001394700139470014,1.691412728218089,1.691412728218089,lesion,0.0045045045045045045
GPR87,0.015765765765765768,0.009762900976290097,0.015765765765765768,0.009762900976290097,0.6914133860866971,0.6914133860866971,lesion,0.015765765765765768
P2RY13,0.04391891891891893,0.01952580195258019,0.03828828828828829,0.018828451882845182,1.1694606981189055,1.1694606981189055,lesion,0.03828828828828829
P2RY12,0.3558558558558552,0.1924686192468622,0.17004504504504475,0.14365411436541167,0.8866697303091422,0.8866697303091422,lesion,0.17004504504504475
IGSF10,0.08558558558558567,0.056485355648535594,0.0743243243243244,0.05160390516039053,0.5994909442264674,0.5994909442264674,lesion,0.0743243243243244
LINC02066,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
AADACL2,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
AADACL2-AS1,0.0022522522522522522,0.008368200836820083,0.0022522522522522522,0.007670850767085077,-1.8935485902149483,1.8935485902149483,internal_control,0.007670850767085077
AADAC,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
SUCNR1,0.010135135135135136,0.002789400278940028,0.010135135135135136,0.002789400278940028,1.8613380689339356,1.8613380689339356,lesion,0.010135135135135136
AC108718.1,0.0022522522522522522,0.0041841004184100415,0.0022522522522522522,0.003486750348675035,-0.893548762616975,0.893548762616975,internal_control,0.003486750348675035
MBNL1,1.6745495495495555,1.1708507670850727,0.5686936936936927,0.5488145048814438,0.5162158590965628,0.5162158590965628,lesion,0.5686936936936927
MBNL1-AS1,0.019144144144144143,0.008368200836820083,0.018018018018018018,0.008368200836820083,1.1939136858385329,1.1939136858385329,lesion,0.018018018018018018
AC026347.1,0.011261261261261262,0.009762900976290097,0.010135135135135136,0.009762900976290097,0.20598659551968662,0.20598659551968662,lesion,0.010135135135135136
AC092924.1,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
AC092924.2,0.09909909909909921,0.06276150627615062,0.0822072072072073,0.05299860529986055,0.6589919562305866,0.6589919562305866,lesion,0.0822072072072073
P2RY1,0.09797297297297307,0.04602510460251045,0.08558558558558568,0.04253835425383542,1.089962802221686,1.089962802221686,lesion,0.08558558558558568
AC117394.2,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
RAP2B,0.061936936936936984,0.08158995815899589,0.05292792792792796,0.0732217573221758,-0.3975915580962416,0.3975915580962416,internal_control,0.0732217573221758
AC078788.1,0.0,0.001394700139470014,0.0,0.001394700139470014,-20.41152457969633,20.41152457969633,internal_control,0.001394700139470014
AC078788.2,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
LINC02006,0.06644144144144146,0.08298465829846588,0.043918918918918935,0.062064156206415665,-0.32076126726560245,0.32076126726560245,internal_control,0.062064156206415665
C3orf79,0.0045045045045045045,0.0034867503486750344,0.0045045045045045045,0.002789400278940028,0.36948525397782195,0.36948525397782195,lesion,0.0045045045045045045
AC068985.1,0.0011261261261261261,0.006276150627615063,0.0011261261261261261,0.006276150627615063,-2.4785105078472776,2.4785105078472776,internal_control,0.006276150627615063
ARHGEF26-AS1,0.6058558558558552,0.30474198047419776,0.3130630630630613,0.20502092050209245,0.991386333054923,0.991386333054923,lesion,0.3130630630630613
ARHGEF26,0.8164414414414422,0.4107391910739169,0.4200450450450422,0.2684797768479775,0.9911268016782607,0.9911268016782607,lesion,0.4200450450450422
DHX36,0.6137387387387382,0.45676429567642607,0.39301801801801545,0.323570432357041,0.4261747647834398,0.4261747647834398,lesion,0.39301801801801545
GPR149,0.03265765765765766,0.045327754532775454,0.015765765765765768,0.03138075313807528,-0.472973363200839,0.472973363200839,internal_control,0.03138075313807528
AC092994.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC073359.2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC073359.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
MME,0.014639639639639643,0.027196652719665253,0.014639639639639643,0.02370990237099022,-0.8935490128689764,0.8935490128689764,internal_control,0.02370990237099022
MME-AS1,0.0033783783783783786,0.0,0.0033783783783783786,0.0,21.68789991539498,21.68789991539498,lesion,0.0033783783783783786
LINC01487,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
STRIT1,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
AC104831.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
PLCH1,0.34909909909909803,0.35006973500697264,0.19031531531531481,0.2099023709902375,-0.004005706313277973,0.004005706313277973,internal_control,0.2099023709902375
PLCH1-AS1,0.006756756756756756,0.001394700139470014,0.00563063063063063,0.001394700139470014,2.276375122179832,2.276375122179832,lesion,0.00563063063063063
PLCH1-AS2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AC104472.1,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
C3orf33,0.09459459459459471,0.089958158995816,0.0822072072072073,0.08228730822873091,0.07250360892125214,0.07250360892125214,lesion,0.0822072072072073
SLC33A1,0.21058558558558504,0.16945606694560694,0.16779279279279252,0.1373779637377966,0.3134953969708396,0.3134953969708396,lesion,0.16779279279279252
AC104472.4,0.0033783783783783786,0.0020920502092050207,0.0033783783783783786,0.0020920502092050207,0.6914131797814032,0.6914131797814032,lesion,0.0033783783783783786
GMPS,0.2668918918918911,0.23430962343096282,0.1959459459459454,0.19177126917712728,0.1878392677196152,0.1878392677196152,lesion,0.1959459459459454
AC104472.5,0.0022522522522522522,0.0020920502092050207,0.0022522522522522522,0.0020920502092050207,0.10645089257903388,0.10645089257903388,lesion,0.0022522522522522522
KCNAB1,0.0788288288288289,0.06903765690376573,0.06531531531531537,0.06345885634588568,0.19133983662155404,0.19133983662155404,lesion,0.06531531531531537
AC091607.2,0.007882882882882882,0.0041841004184100415,0.007882882882882882,0.003486750348675035,0.9138057019003323,0.9138057019003323,lesion,0.007882882882882882
KCNAB1-AS2,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
KCNAB1-AS1,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
AC084036.1,0.007882882882882882,0.015341701534170154,0.007882882882882882,0.014644351464435146,-0.9606631652492182,0.9606631652492182,internal_control,0.014644351464435146
SSR3,0.2162162162162156,0.10739191073919122,0.18468468468468424,0.09483960948396107,1.0095893956165858,1.0095893956165858,lesion,0.18468468468468424
TIPARP-AS1,0.0022522522522522522,0.000697350069735007,0.0022522522522522522,0.000697350069735007,1.6914120140850495,1.6914120140850495,lesion,0.0022522522522522522
TIPARP,0.1745495495495494,0.09205020920502102,0.1272522522522524,0.08437935843793594,0.9231437208599124,0.9231437208599124,lesion,0.1272522522522524
LINC00886,0.08896396396396404,0.043933054393305415,0.06531531531531537,0.03765690376569036,1.0179142504071232,1.0179142504071232,lesion,0.06531531531531537
LEKR1,0.11711711711711721,0.07391910739191077,0.08671171171171181,0.06624825662482571,0.6639326987308746,0.6639326987308746,lesion,0.08671171171171181
LINC00880,0.009009009009009009,0.003486750348675035,0.009009009009009009,0.003486750348675035,1.3694850938386987,1.3694850938386987,lesion,0.009009009009009009
LINC02029,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
LINC00881,0.0045045045045045045,0.001394700139470014,0.0045045045045045045,0.001394700139470014,1.691412728218089,1.691412728218089,lesion,0.0045045045045045045
CCNL1,0.3468468468468457,0.26987447698744765,0.24549549549549443,0.21408647140864756,0.3620102257159434,0.3620102257159434,lesion,0.24549549549549443
AC104411.1,0.0045045045045045045,0.00697350069735007,0.0045045045045045045,0.00697350069735007,-0.6305145391397541,0.6305145391397541,internal_control,0.00697350069735007
AC092944.1,0.13288288288288297,0.11576011157601131,0.10923423423423438,0.10041841004184114,0.19901705876080664,0.19901705876080664,lesion,0.10923423423423438
AC092944.3,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
VEPH1,0.02702702702702702,0.013249651324965132,0.023648648648648643,0.013249651324965132,1.028448374123579,1.028448374123579,lesion,0.023648648648648643
PTX3,0.007882882882882882,0.002789400278940028,0.007882882882882882,0.002789400278940028,1.4987680302194826,1.4987680302194826,lesion,0.007882882882882882
SLC66A1L,0.010135135135135136,0.014644351464435146,0.007882882882882882,0.014644351464435146,-0.5309789351542035,0.5309789351542035,internal_control,0.014644351464435146
AC084212.1,0.0,0.001394700139470014,0.0,0.001394700139470014,-20.41152457969633,20.41152457969633,internal_control,0.001394700139470014
AC079943.2,0.0011261261261261261,0.003486750348675035,0.0011261261261261261,0.003486750348675035,-1.6305137851878146,1.6305137851878146,internal_control,0.003486750348675035
AC079943.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
SHOX2,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
RSRC1,0.6272522522522525,0.4721059972105965,0.3513513513513492,0.32287308228730605,0.40993493536099673,0.40993493536099673,lesion,0.3513513513513492
AC106707.1,0.0033783783783783786,0.0048814504881450485,0.0033783783783783786,0.0048814504881450485,-0.5309788474933339,0.5309788474933339,internal_control,0.0048814504881450485
