gene,mean_lesion,mean_internal_control,positive_fraction_lesion,positive_fraction_internal_control,log2fc_lesion_vs_internal_control,abs_log2fc,direction,positive_fraction_higher_group
LIPF,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
LIPK,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
LIPN,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
LIPM,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
ANKRD22,0.024774774774774768,0.020223152022315196,0.018018018018018018,0.014644351464435146,0.29286405275516014,0.29286405275516014,lesion,0.018018018018018018
STAMBPL1,0.22522522522522476,0.2517433751743379,0.1497747747747747,0.1847977684797772,-0.16058539408590342,0.16058539408590342,internal_control,0.1847977684797772
ACTA2-AS1,0.0022522522522522522,0.002789400278940028,0.0022522522522522522,0.002789400278940028,-0.3085864342978246,0.3085864342978246,internal_control,0.002789400278940028
ACTA2,0.03716216216216216,0.01952580195258019,0.03490990990990991,0.01743375174337517,0.9284526045876655,0.9284526045876655,lesion,0.03490990990990991
AL157394.3,0.0,0.001394700139470014,0.0,0.001394700139470014,-20.41152457969633,20.41152457969633,internal_control,0.001394700139470014
FAS,0.10810810810810823,0.043933054393305436,0.08671171171171181,0.04253835425383542,1.2990960000794827,1.2990960000794827,lesion,0.08671171171171181
AL157394.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
CH25H,0.04391891891891893,0.07740585774058584,0.028153153153153143,0.06066945606694565,-0.8176001909250641,0.8176001909250641,internal_control,0.06066945606694565
LIPA,0.3186936936936927,0.37587168758716705,0.20833333333333265,0.2552301255230129,-0.23806977688018519,0.23806977688018519,internal_control,0.2552301255230129
IFIT2,0.03490990990990991,0.02859135285913526,0.03265765765765765,0.02789400278940025,0.2880577389876851,0.2880577389876851,lesion,0.03265765765765765
AL353751.1,0.0022522522522522522,0.0020920502092050207,0.0022522522522522522,0.0020920502092050207,0.10645089257903388,0.10645089257903388,lesion,0.0022522522522522522
IFIT3,0.08783783783783793,0.0585774058577406,0.07207207207207214,0.05299860529986055,0.5844982302309508,0.5844982302309508,lesion,0.07207207207207214
IFIT1B,0.0011261261261261261,0.000697350069735007,0.0011261261261261261,0.000697350069735007,0.6914126546412209,0.6914126546412209,lesion,0.0011261261261261261
IFIT1,0.09797297297297307,0.07670850767085084,0.08333333333333343,0.06973500697350075,0.3529972205938093,0.3529972205938093,lesion,0.08333333333333343
IFIT5,0.03378378378378378,0.020920502092050198,0.03265765765765765,0.020223152022315193,0.6914134160947507,0.6914134160947507,lesion,0.03265765765765765
SLC16A12,0.016891891891891896,0.009762900976290097,0.006756756756756756,0.009762900976290097,0.7909490535370731,0.7909490535370731,lesion,0.006756756756756756
SLC16A12-AS1,0.0,0.001394700139470014,0.0,0.001394700139470014,-20.41152457969633,20.41152457969633,internal_control,0.001394700139470014
PANK1,0.07319819819819827,0.07461645746164579,0.06193693693693699,0.06694560669456072,-0.027685730646269443,0.027685730646269443,internal_control,0.06694560669456072
AL157400.2,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
AL157400.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AL157400.3,0.06193693693693697,0.021617852161785207,0.051801801801801835,0.019525801952580187,1.5185768020462729,1.5185768020462729,lesion,0.051801801801801835
AL157400.4,0.0,0.000697350069735007,0.0,0.000697350069735007,-19.41152561410756,19.41152561410756,internal_control,0.000697350069735007
KIF20B,0.07657657657657663,0.04184100418410041,0.05743243243243248,0.03974895397489538,0.8719856723531096,0.8719856723531096,lesion,0.05743243243243248
LINC00865,0.010135135135135136,0.005578800557880056,0.010135135135135136,0.0048814504881450485,0.8613383275369519,0.8613383275369519,lesion,0.010135135135135136
LINC01374,0.370495495495495,0.1527196652719667,0.12387387387387405,0.10181311018131116,1.2785701509331364,1.2785701509331364,lesion,0.12387387387387405
LINC01375,0.020270270270270268,0.002789400278940028,0.016891891891891893,0.002789400278940028,2.861337997760985,2.861337997760985,lesion,0.016891891891891893
AL139340.1,0.009009009009009009,0.0048814504881450485,0.007882882882882882,0.0048814504881450485,0.8840583848869814,0.8840583848869814,lesion,0.007882882882882882
LINC02653,0.033783783783783786,0.02440725244072524,0.01238738738738739,0.018131101813110177,0.4690210046098482,0.4690210046098482,lesion,0.01238738738738739
AL391704.1,0.0,0.0020920502092050207,0.0,0.0020920502092050207,-20.996486735613576,20.996486735613576,internal_control,0.0020920502092050207
AL391704.2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
AL390862.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
HTR7,0.011261261261261262,0.028591352859135274,0.011261261261261262,0.02231520223152021,-1.3442103897267457,1.3442103897267457,internal_control,0.02231520223152021
RPP30,0.11148648648648662,0.06415620641562066,0.10472972972972987,0.05788005578800561,0.7972080968277095,0.7972080968277095,lesion,0.10472972972972987
ANKRD1,0.0,0.002789400278940028,0.0,0.002789400278940028,-21.411524062490436,21.411524062490436,internal_control,0.002789400278940028
AL365434.1,0.0022522522522522522,0.000697350069735007,0.0022522522522522522,0.000697350069735007,1.6914120140850495,1.6914120140850495,lesion,0.0022522522522522522
AL365434.2,0.0011261261261261261,0.001394700139470014,0.0011261261261261261,0.001394700139470014,-0.3085863109475471,0.3085863109475471,internal_control,0.001394700139470014
LINC00502,0.0,0.0020920502092050207,0.0,0.0020920502092050207,-20.996486735613576,20.996486735613576,internal_control,0.0020920502092050207
AL731553.1,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
PCGF5,0.7117117117117121,0.5055788005578763,0.40090090090089825,0.3549511854951152,0.493357004800143,0.493357004800143,lesion,0.40090090090089825
HECTD2,0.6497747747747761,0.4414225941422565,0.33783783783783583,0.3061366806136665,0.5577792605209668,0.5577792605209668,lesion,0.33783783783783583
PPP1R3C,0.5022522522522511,0.10320781032078115,0.2353603603603594,0.08507670850767095,2.282859965537055,2.282859965537055,lesion,0.2353603603603594
TNKS2-AS1,0.00563063063063063,0.003486750348675035,0.00563063063063063,0.003486750348675035,0.6914132848095369,0.6914132848095369,lesion,0.00563063063063063
TNKS2,0.49662162162161944,0.4588563458856314,0.349099099099097,0.32287308228730605,0.11410451393498967,0.11410451393498967,lesion,0.349099099099097
FGFBP3,0.020270270270270268,0.013249651324965132,0.019144144144144143,0.013249651324965132,0.6134108926379732,0.6134108926379732,lesion,0.019144144144144143
AL359198.1,0.0011261261261261261,0.000697350069735007,0.0011261261261261261,0.000697350069735007,0.6914126546412209,0.6914126546412209,lesion,0.0011261261261261261
BTAF1,0.5551801801801792,0.49930264993026136,0.36261261261261035,0.3437935843793555,0.15304150117464857,0.15304150117464857,lesion,0.36261261261261035
CPEB3,1.1385135135135152,1.3138075313807458,0.5033783783783748,0.6066945606694518,-0.2066025251888877,0.2066025251888877,internal_control,0.6066945606694518
MARCH5,0.1903153153153151,0.17503486750348704,0.15990990990990972,0.15620641562064183,0.12074932402142906,0.12074932402142906,lesion,0.15990990990990972
AL161652.1,0.0011261261261261261,0.0,0.0011261261261261261,0.0,20.102938268748783,20.102938268748783,lesion,0.0011261261261261261
IDE,0.18468468468468438,0.22454672245467264,0.14639639639639634,0.18131101813110215,-0.281951429757995,0.281951429757995,internal_control,0.18131101813110215
KIF11,0.04954954954954957,0.011854951185495118,0.03378378378378378,0.010460251046025104,2.063382127159401,2.063382127159401,lesion,0.03378378378378378
HHEX,0.009009009009009009,0.006276150627615063,0.009009009009009009,0.006276150627615063,0.5214883711792354,0.5214883711792354,lesion,0.009009009009009009
EXOC6,0.7578828828828841,1.0006973500697336,0.3367117117117097,0.4755927475592669,-0.4009588841390341,0.4009588841390341,internal_control,0.4755927475592669
AL358613.1,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
CYP26C1,0.0,0.001394700139470014,0.0,0.001394700139470014,-20.41152457969633,20.41152457969633,internal_control,0.001394700139470014
AL358613.2,0.0,0.0,0.0,0.0,0.0,0.0,tie,0.0
CYP26A1,0.009009009009009009,0.007670850767085077,0.009009009009009009,0.007670850767085077,0.2319817957786825,0.2319817957786825,lesion,0.009009009009009009
MYOF,0.07207207207207213,0.037656903765690364,0.05405405405405409,0.03486750348675032,0.9365259218941576,0.9365259218941576,lesion,0.05405405405405409
CEP55,0.0022522522522522522,0.0020920502092050207,0.0022522522522522522,0.0020920502092050207,0.10645089257903388,0.10645089257903388,lesion,0.0022522522522522522
FFAR4,0.020270270270270268,0.02370990237099022,0.019144144144144143,0.023012552301255214,-0.22612438713105737,0.22612438713105737,internal_control,0.023012552301255214
RBP4,0.09234234234234243,0.06276150627615067,0.07657657657657665,0.05927475592747563,0.557112343276599,0.557112343276599,lesion,0.07657657657657665
PDE6C,0.01238738738738739,0.00697350069735007,0.011261261261261262,0.00697350069735007,0.828916875684111,0.828916875684111,lesion,0.011261261261261262
FRA10AC1,0.32995495495495375,0.23779637377963786,0.2522522522522511,0.19944211994421238,0.4725423660553315,0.4725423660553315,lesion,0.2522522522522511
