tf,group,n_cells,mean_shift_length,median_shift_length,p90_shift_length,mean_delta_x,mean_delta_y
THRB,internal_control,1434,0.7499645683717036,0.7669127450706092,1.1631451602129903,-0.03609118460697327,0.18537844077242965
THRB,lesion,888,0.5914830669260396,0.5350089106246612,1.068922853163691,-0.22324817386469678,-0.03017230288885616
