tf,group,n_cells,mean_shift_length,median_shift_length,p90_shift_length,mean_delta_x,mean_delta_y
NFE2L2,internal_control,1434,0.7568353032933234,0.7584695085052016,1.1376679919783794,0.028116246490425042,0.09483505415613835
NFE2L2,lesion,888,0.6063567320784083,0.5773565023622734,1.0862422331180044,-0.20663113730075972,-0.031603322736815424
