config_id,weight_profile,penalty_profile,objective_score,primary_count,supportive_count,retained_count,primary_nfe2l2_count,primary_thrb_count,supportive_nfe2l2_count,supportive_thrb_count,primary_support_mean_capped,primary_axis_confidence_mean,primary_translational_mean,primary_final_score_mean,primary_penalty_mean,weak_fdr_primary_count,tool_like_primary_count,low_context_primary_count,primary_target_count,primary_min_support,thrb_supportive_min_translational,penalty_conservativeness_score,enrichment_support_score,cross_signature_score,axis_relevance_score,mechanism_interpretability_score,translational_suitability_score,axis_assignment_confidence_score,weak_fdr_penalty,single_signature_penalty,tool_compound_penalty,low_cns_epilepsy_relevance_penalty,selected_best
translational_high__lenient_low__primary5__support3__thrbtrans0.90,translational_high,lenient_low,6.660353308880478,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8432327637596755,0.0,0,0,0,5,3,0.9,0.26,0.2,0.18,0.16,0.08,0.26,0.12,0.05,0.05,0.08,0.08,False
translational_high__lenient_low__primary6__support3__thrbtrans0.90,translational_high,lenient_low,6.660353308880478,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8432327637596755,0.0,0,0,0,6,3,0.9,0.26,0.2,0.18,0.16,0.08,0.26,0.12,0.05,0.05,0.08,0.08,False
cross_axis_mechanism_min__conservative_high__primary4__support3__thrbtrans0.90,cross_axis_mechanism_min,conservative_high,6.651857450729997,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8347369056091946,0.0,0,0,0,4,3,0.9,0.6000000000000001,0.24,0.2,0.18,0.05,0.21,0.12,0.12,0.1,0.2,0.18,False
cross_axis_mechanism_min__conservative_high__primary5__support3__thrbtrans0.90,cross_axis_mechanism_min,conservative_high,6.651857450729997,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8347369056091946,0.0,0,0,0,5,3,0.9,0.6000000000000001,0.24,0.2,0.18,0.05,0.21,0.12,0.12,0.1,0.2,0.18,False
cross_axis_mechanism_min__conservative_high__primary6__support3__thrbtrans0.90,cross_axis_mechanism_min,conservative_high,6.651857450729997,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8347369056091946,0.0,0,0,0,6,3,0.9,0.6000000000000001,0.24,0.2,0.18,0.05,0.21,0.12,0.12,0.1,0.2,0.18,False
cross_axis_mechanism_min__lenient_low__primary4__support3__thrbtrans0.90,cross_axis_mechanism_min,lenient_low,6.651857450729997,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8347369056091946,0.0,0,0,0,4,3,0.9,0.26,0.24,0.2,0.18,0.05,0.21,0.12,0.05,0.05,0.08,0.08,False
cross_axis_mechanism_min__lenient_low__primary5__support3__thrbtrans0.90,cross_axis_mechanism_min,lenient_low,6.651857450729997,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8347369056091946,0.0,0,0,0,5,3,0.9,0.26,0.24,0.2,0.18,0.05,0.21,0.12,0.05,0.05,0.08,0.08,False
cross_axis_mechanism_min__lenient_low__primary6__support3__thrbtrans0.90,cross_axis_mechanism_min,lenient_low,6.651857450729997,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8347369056091946,0.0,0,0,0,6,3,0.9,0.26,0.24,0.2,0.18,0.05,0.21,0.12,0.05,0.05,0.08,0.08,False
axis_conf_high__conservative_high__primary4__support3__thrbtrans0.90,axis_conf_high,conservative_high,6.651648286864821,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8345277417440173,0.0,0,0,0,4,3,0.9,0.6000000000000001,0.22,0.17,0.15,0.1,0.2,0.16,0.12,0.1,0.2,0.18,False
axis_conf_high__conservative_high__primary5__support3__thrbtrans0.90,axis_conf_high,conservative_high,6.651648286864821,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8345277417440173,0.0,0,0,0,5,3,0.9,0.6000000000000001,0.22,0.17,0.15,0.1,0.2,0.16,0.12,0.1,0.2,0.18,False
axis_conf_high__conservative_high__primary6__support3__thrbtrans0.90,axis_conf_high,conservative_high,6.651648286864821,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8345277417440173,0.0,0,0,0,6,3,0.9,0.6000000000000001,0.22,0.17,0.15,0.1,0.2,0.16,0.12,0.1,0.2,0.18,False
axis_conf_high__lenient_low__primary4__support3__thrbtrans0.90,axis_conf_high,lenient_low,6.651648286864821,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8345277417440173,0.0,0,0,0,4,3,0.9,0.26,0.22,0.17,0.15,0.1,0.2,0.16,0.05,0.05,0.08,0.08,False
axis_conf_high__lenient_low__primary5__support3__thrbtrans0.90,axis_conf_high,lenient_low,6.651648286864821,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8345277417440173,0.0,0,0,0,5,3,0.9,0.26,0.22,0.17,0.15,0.1,0.2,0.16,0.05,0.05,0.08,0.08,False
axis_conf_high__lenient_low__primary6__support3__thrbtrans0.90,axis_conf_high,lenient_low,6.651648286864821,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8345277417440173,0.0,0,0,0,6,3,0.9,0.26,0.22,0.17,0.15,0.1,0.2,0.16,0.05,0.05,0.08,0.08,False
balanced_v21__conservative_high__primary4__support3__thrbtrans0.90,balanced_v21,conservative_high,6.644483691122913,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8273631460021101,0.0,0,0,0,4,3,0.9,0.6000000000000001,0.24,0.16,0.14,0.07,0.23,0.16,0.12,0.1,0.2,0.18,False
balanced_v21__conservative_high__primary5__support3__thrbtrans0.90,balanced_v21,conservative_high,6.644483691122913,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8273631460021101,0.0,0,0,0,5,3,0.9,0.6000000000000001,0.24,0.16,0.14,0.07,0.23,0.16,0.12,0.1,0.2,0.18,False
balanced_v21__conservative_high__primary6__support3__thrbtrans0.90,balanced_v21,conservative_high,6.644483691122913,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8273631460021101,0.0,0,0,0,6,3,0.9,0.6000000000000001,0.24,0.16,0.14,0.07,0.23,0.16,0.12,0.1,0.2,0.18,False
balanced_v21__lenient_low__primary4__support3__thrbtrans0.90,balanced_v21,lenient_low,6.644483691122913,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8273631460021101,0.0,0,0,0,4,3,0.9,0.26,0.24,0.16,0.14,0.07,0.23,0.16,0.05,0.05,0.08,0.08,False
balanced_v21__lenient_low__primary5__support3__thrbtrans0.90,balanced_v21,lenient_low,6.644483691122913,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8273631460021101,0.0,0,0,0,5,3,0.9,0.26,0.24,0.16,0.14,0.07,0.23,0.16,0.05,0.05,0.08,0.08,False
balanced_v21__lenient_low__primary6__support3__thrbtrans0.90,balanced_v21,lenient_low,6.644483691122913,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8273631460021101,0.0,0,0,0,6,3,0.9,0.26,0.24,0.16,0.14,0.07,0.23,0.16,0.05,0.05,0.08,0.08,False
enrichment_kept_axis_conf__conservative_high__primary4__support3__thrbtrans0.90,enrichment_kept_axis_conf,conservative_high,6.626841379442641,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8097208343218382,0.0,0,0,0,4,3,0.9,0.6000000000000001,0.28,0.14,0.16,0.06,0.22,0.14,0.12,0.1,0.2,0.18,False
enrichment_kept_axis_conf__conservative_high__primary5__support3__thrbtrans0.90,enrichment_kept_axis_conf,conservative_high,6.626841379442641,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8097208343218382,0.0,0,0,0,5,3,0.9,0.6000000000000001,0.28,0.14,0.16,0.06,0.22,0.14,0.12,0.1,0.2,0.18,False
enrichment_kept_axis_conf__conservative_high__primary6__support3__thrbtrans0.90,enrichment_kept_axis_conf,conservative_high,6.626841379442641,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8097208343218382,0.0,0,0,0,6,3,0.9,0.6000000000000001,0.28,0.14,0.16,0.06,0.22,0.14,0.12,0.1,0.2,0.18,False
enrichment_kept_axis_conf__lenient_low__primary4__support3__thrbtrans0.90,enrichment_kept_axis_conf,lenient_low,6.626841379442641,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8097208343218382,0.0,0,0,0,4,3,0.9,0.26,0.28,0.14,0.16,0.06,0.22,0.14,0.05,0.05,0.08,0.08,False
enrichment_kept_axis_conf__lenient_low__primary5__support3__thrbtrans0.90,enrichment_kept_axis_conf,lenient_low,6.626841379442641,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8097208343218382,0.0,0,0,0,5,3,0.9,0.26,0.28,0.14,0.16,0.06,0.22,0.14,0.05,0.05,0.08,0.08,False
enrichment_kept_axis_conf__lenient_low__primary6__support3__thrbtrans0.90,enrichment_kept_axis_conf,lenient_low,6.626841379442641,3,5,109,3,0,4,1,0.8333333333333334,0.9906560098228915,0.8833333333333333,0.8097208343218382,0.0,0,0,0,6,3,0.9,0.26,0.28,0.14,0.16,0.06,0.22,0.14,0.05,0.05,0.08,0.08,False
