compound,normalized_compound_name,associated_axis,axis_assignment_score,axis_assignment_margin,axis_counts,supporting_query_sets,support_count,support_count_main_axes,main_supporting_gene_set,main_supporting_gene_set_score,best_adjusted_p,best_combined_score,best_rank,best_term,best_library,indicative_mechanism,indicative_drug_class,mechanism_interpretability_score,translational_caution_category,translational_suitability_score,include_in_main_axis_pool,note,enrichment_support_score,cross_signature_score,axis_relevance_score,axis_assignment_confidence_score,final_score_prebbb,main_table_exclusion_reason,main_table_eligible,weak_fdr_retained_reason,final_priority_tier,BBB_layer,BBB_score,BBB_note,translational_interpretation,tool_compound_like,broad_epigenetic_modulator_like,weak_fdr_manual_review,low_cns_epilepsy_relevance,axis_preference,notes,was_v2_top_priority_clue,weighted_pre_penalty_score_v21,v21_component_enrichment_support_score,v21_component_cross_signature_score,v21_component_axis_relevance_score,v21_component_mechanism_interpretability_score,v21_component_translational_suitability_score,v21_component_axis_assignment_confidence_score,weak_fdr_penalty_value,single_signature_penalty_value,tool_compound_penalty_value,low_cns_epilepsy_relevance_penalty_value,total_penalty_v21,final_score_v21,v21_penalty_reasons,lead_layer_v21,v21_evidence_tier,v21_layer_reason
VALPROIC ACID,VALPROIC ACID,NFE2L2,0.8946882701719567,0.6097889110329164,NFE2L2:2;THRB:1;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program;NFE2L2_regulon_targets;THRB_core_program,4,3,NFE2L2_regulon_targets,0.6031417390724305,6.386993114410929e-42,420.8450474556488,1,VALPROIC ACID CTD 00006977,DSigDB,epigenetic/hdac,epigenetic/hdac,1.0,cns_or_neuroactive_known_drug,0.95,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.8015824342408494,1.0,1.0,1.0,0.9334747302722548,,True,,high_priority_prebbb,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,False,False,False,False,NFE2L2,已知 CNS/抗癫痫相关药物背景；不按 pan-HDAC 工具化合物处理。,True,0.9473164868481698,0.1603164868481699,0.18,0.16,0.08,0.247,0.12,0.0,0.0,0.0,0.0,0.0,0.9473164868481698,none,primary_mechanism_direction_clues,primary_prebbb,NFE2L2 strict-FDR、多集合/清晰轴线支持，且未被工具化合物或低转化语境标签排除。
lobeline,lobeline,NFE2L2,0.6444511498605574,0.4952988585697161,NFE2L2:2;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program;NFE2L2_regulon_targets,3,2,NFE2L2_core_program,0.3220106679050101,2.3049767766116253e-16,188.88506668897176,6,lobeline HL60 DOWN,DSigDB,未自动识别；需人工核实,unknown,0.3,cns_or_neuroactive_known_drug,0.95,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.3091768368633452,1.0,1.0,0.9952988585697162,0.6873769597445809,,True,,medium_priority_prebbb,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,False,False,False,False,NFE2L2,auto_v21_default,True,0.792271230401035,0.06183536737266904,0.18,0.16,0.024,0.247,0.11943586302836594,0.0,0.0,0.0,0.0,0.0,0.792271230401035,none,primary_mechanism_direction_clues,primary_prebbb,NFE2L2 strict-FDR、多集合/清晰轴线支持，且未被工具化合物或低转化语境标签排除。
(-)-Epigallocatechin gallate,(-)-Epigallocatechin gallate,NFE2L2,0.6308076315334321,0.4766691708989584,NFE2L2:2;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program;NFE2L2_regulon_targets,3,2,NFE2L2_regulon_targets,0.3290083050987076,5.327429586692158e-17,130.04092862558915,7,(-)-Epigallocatechin gallate CTD 00002033,DSigDB,redox/stress-adaptation,redox/stress-adaptation,1.0,mechanistically_interpretable_modulator,0.75,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.2895513676097324,1.0,1.0,0.9766691708989584,0.7499989439548364,,True,,high_priority_prebbb,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,False,False,False,False,NFE2L2,auto_v21_default,True,0.7901105740298215,0.05791027352194648,0.18,0.16,0.08,0.195,0.11720030050787501,0.0,0.0,0.0,0.0,0.0,0.7901105740298215,none,primary_mechanism_direction_clues,primary_prebbb,NFE2L2 strict-FDR、多集合/清晰轴线支持，且未被工具化合物或低转化语境标签排除。
quercetin,quercetin,NFE2L2,0.3287718205533281,0.1390922396444607,NFE2L2:1;BHLHE40:1,BHLHE40_supplement_program;NFE2L2_core_program,2,1,NFE2L2_core_program,0.1119852195201732,7.351214134185998e-08,74.27742463572997,4,quercetin CTD 00006679,DSigDB,redox/stress-adaptation,redox/stress-adaptation,1.0,mechanistically_interpretable_modulator,0.75,True,v2 自动聚合注释；仅代表 program-guided exploratory clue，不代表治疗推荐。,0.1268724056978705,1.0,1.0,0.6390922396444607,0.674189100880918,,True,,medium_priority_prebbb,pending_manual_swissadme,,v2 pre-BBB 阶段不使用启发式 BBB；等待 SwissADME 手工复核。,围绕 NFE2L2 lesion-associated transcriptional/stress-adaptation program 的探索性候选线索，不解释为直接抑制或激活 NFE2L2。,False,False,False,False,NFE2L2,auto_v21_default,True,0.7170655498969094,0.025374481139574103,0.18,0.16,0.08,0.195,0.07669106875733528,0.0,0.0,0.0,0.0,0.0,0.7170655498969094,none,primary_mechanism_direction_clues,primary_prebbb,NFE2L2 strict-FDR、多集合/清晰轴线支持，且未被工具化合物或低转化语境标签排除。
